scfFolio2,scfConsec2,scfNombre2,scfCodigo2,scfValor2,scfRazon12,scfRazon22,scfRazon32,scfCodErr2,scfRecal2,scfFraude2,inpICCVal2
2385143,1,BC SCORE,7,0572,28,21, , , , , 
2385181,1,BC SCORE,7,0681,16, , , , , , 
2385177,1,BC SCORE,7,-008, , , , , , , 
2385353,1,BC SCORE,7,0688,05, , , , , , 
2385547,1,BC SCORE,7,0660,15,17,28, , , , 
2385352,1,BC SCORE,7,0595,21,31, , , , , 
2385356,1,BC SCORE,7,0657,18,04, , , , , 
2385427,1,BC SCORE,7,0674,05, , , , , , 
2385420,1,BC SCORE,7,-009, , , , , , , 
2385851,1,BC SCORE,7,0658,13,04, , , , , 
2385490,1,BC SCORE,7,0703,15,29,04, , , , 
2385438,1,BC SCORE,7,0703,16,31, , , , , 
2385660,1,BC SCORE,7,0695,15,29,28, , , , 
2385544,1,BC SCORE,7,0686,28, , , , , , 
2385514,1,BC SCORE,7,0721,04, , , , , , 
2341678,1,BC SCORE,7,0722,04, , , , , , 
2385523,1,BC SCORE,7,0729,04, , , , , , 
2382320,1,BC SCORE,7,0617,17,05,21, , , , 
2297560,1,BC SCORE,7,0668,28,04,18, , , , 
2386355,1,BC SCORE,7,0717,29,04, , , , , 
2385617,1,BC SCORE,7,0688,13,04, , , , , 
2385691,1,BC SCORE,7,0655,17,16,09, , , , 
2385750,1,BC SCORE,7,0717,21,04, , , , , 
2385678,1,BC SCORE,7,-009, , , , , , , 
2385720,1,BC SCORE,7,0652,17,16,28, , , , 
2385725,1,BC SCORE,7,0714,28,04, , , , , 
2385759,1,BC SCORE,7,0679,15, , , , , , 
2385729,1,BC SCORE,7,0687,56, , , , , , 
2385747,1,BC SCORE,7,0687,28,18, , , , , 
2385895,1,BC SCORE,7,0465,07,17,05, , , , 
2386571,1,BC SCORE,7,0706,21, , , , , , 
2385820,1,BC SCORE,7,-009, , , , , , , 
2385832,1,BC SCORE,7,0670,04, , , , , , 
2385876,1,BC SCORE,7,0667,15,16,28, , , , 
2385931,1,BC SCORE,7,0660,17,16,28, , , , 
2385873,1,BC SCORE,7,0569,28,21, , , , , 
2386001,1,BC SCORE,7,0710,29,09,04, , , , 
2385941,1,BC SCORE,7,0669,28,15,18, , , , 
2385903,1,BC SCORE,7,0713,21,04,28, , , , 
2385912,1,BC SCORE,7,0711,04, , , , , , 
2385922,1,BC SCORE,7,0572,21,28,31, , , , 
2386028,1,BC SCORE,7,0707,16,04, , , , , 
2385962,1,BC SCORE,7,0640,15,05,28, , , , 
2347801,1,BC SCORE,7,0672,28,15, , , , , 
2386033,1,BC SCORE,7,-008, , , , , , , 
2385951,1,BC SCORE,7,0732,04, , , , , , 
2385986,1,BC SCORE,7,0681,15,09,28, , , , 
2385991,1,BC SCORE,7,0706,16,04, , , , , 
2385995,1,BC SCORE,7,0666,28,04, , , , , 
2385993,1,BC SCORE,7,-008, , , , , , , 
2386006,1,BC SCORE,7,0623,17, , , , , , 
2386017,1,BC SCORE,7,0678,16,28, , , , , 
2386055,1,BC SCORE,7,0662,17,16,31, , , , 
2386039,1,BC SCORE,7,0585,17,05,28, , , , 
2386059,1,BC SCORE,7,0666,32, , , , , , 
2386064,1,BC SCORE,7,0728,04, , , , , , 
2386090,1,BC SCORE,7,0651,28,15,32, , , , 
2386114,1,BC SCORE,7,-008, , , , , , , 
2386601,1,BC SCORE,7,0682,28, , , , , , 
2386125,1,BC SCORE,7,0637,28,15,16, , , , 
2387125,1,BC SCORE,7,0665,32,18,20, , , , 
2386142,1,BC SCORE,7,0712,16,31,04, , , , 
2386204,1,BC SCORE,7,0688,15,29,09, , , , 
2386270,1,BC SCORE,7,0687,15,04, , , , , 
2386351,1,BC SCORE,7,0705,15,04,28, , , , 
2386344,1,BC SCORE,7,0689,21,15,09, , , , 
2386402,1,BC SCORE,7,0711,15,04, , , , , 
2386378,1,BC SCORE,7,0675,16,28, , , , , 
2386399,1,BC SCORE,7,0564,21,28,31, , , , 
2386944,1,BC SCORE,7,0643,17,15,16, , , , 
2386430,1,BC SCORE,7,0654,18,04, , , , , 
2386550,1,BC SCORE,7,0664,17,16,28, , , , 
2386623,1,BC SCORE,7,0724,04,28, , , , , 
2386511,1,BC SCORE,7,0720,04, , , , , , 
2345231,1,BC SCORE,7,0722,04,28, , , , , 
2386520,1,BC SCORE,7,0717,21,04, , , , , 
2386551,1,BC SCORE,7,0686,15,04, , , , , 
2386559,1,BC SCORE,7,0625,28, , , , , , 
2386581,1,BC SCORE,7,0500,07,28,20, , , , 
2343392,1,BC SCORE,7,0654,15,21,16, , , , 
2386582,1,BC SCORE,7,0710,15,04, , , , , 
2386611,1,BC SCORE,7,0659,05,32,21, , , , 
2386639,1,BC SCORE,7,0546,60, , , , , , 
2386627,1,BC SCORE,7,0552,17,13,15, , , , 
2386635,1,BC SCORE,7,0674,15,28, , , , , 
2386708,1,BC SCORE,7,0732,04, , , , , , 
2386745,1,BC SCORE,7,-008, , , , , , , 
2386723,1,BC SCORE,7,0669,16,28, , , , , 
2386786,1,BC SCORE,7,0561,21,31, , , , , 
2386718,1,BC SCORE,7,0584,15,28,17, , , , 
2386724,1,BC SCORE,7,0646,28,17,21, , , , 
2386764,1,BC SCORE,7,0672,16,15, , , , , 
2387118,1,BC SCORE,7,0670,13,04, , , , , 
2386856,1,BC SCORE,7,0696,21,04,28, , , , 
2386865,1,BC SCORE,7,-009, , , , , , , 
2387000,1,BC SCORE,7,0652,15,28, , , , , 
2335254,1,BC SCORE,7,-009, , , , , , , 
2354372,1,BC SCORE,7,0719,04, , , , , , 
2387189,1,BC SCORE,7,0501,17,05,28, , , , 
2304584,1,BC SCORE,7,0685,28,16, , , , , 
2387313,1,BC SCORE,7,0655,28,16,09, , , , 
2387463,1,BC SCORE,7,0519,07,28,21, , , , 
2387325,1,BC SCORE,7,-009, , , , , , , 
2387226,1,BC SCORE,7,0704,21,15,04, , , , 
2387296,1,BC SCORE,7,0648,05,28,31, , , , 
2387284,1,BC SCORE,7,0729,04, , , , , , 
2387379,1,BC SCORE,7,0686,16,15,04, , , , 
2387321,1,BC SCORE,7,0688,16,15,04, , , , 
2383103,1,BC SCORE,7,-008, , , , , , , 
2387365,1,BC SCORE,7,-009, , , , , , , 
2387368,1,BC SCORE,7,0564,17,05,28, , , , 
2394454,1,BC SCORE,7,0737,52, , , , , , 
2387471,1,BC SCORE,7,0508,07,28,21, , , , 
2387518,1,BC SCORE,7,0678,28,32,21, , , , 
2387529,1,BC SCORE,7,0730,04, , , , , , 
2387567,1,BC SCORE,7,0715,09,04, , , , , 
2387569,1,BC SCORE,7,0622,17,21,28, , , , 
2336028,1,BC SCORE,7,-005, , , , , , , 
2336244,1,BC SCORE,7,0630,15,05,28, , , , 
2336643,1,BC SCORE,7,0672,21,15,04, , , , 
2336876,1,BC SCORE,7,0647,28,13,04, , , , 
2337467,1,BC SCORE,7,0707,21,04,28, , , , 
2337460,1,BC SCORE,7,0585,21,31, , , , , 
2337700,1,BC SCORE,7,0687,05, , , , , , 
2214086,1,BC SCORE,7,0672,15,04, , , , , 
2338364,1,BC SCORE,7,0608,17,21,05, , , , 
2338432,1,BC SCORE,7,0666,13,04, , , , , 
2338541,1,BC SCORE,7,0673,15,28,16, , , , 
2338831,1,BC SCORE,7,0687,16,28, , , , , 
2338853,1,BC SCORE,7,0685,17,31, , , , , 
2338925,1,BC SCORE,7,0625,28, , , , , , 
2339005,1,BC SCORE,7,0664,05,21,32, , , , 
2339045,1,BC SCORE,7,0575,21,28, , , , , 
2335565,1,BC SCORE,7,0698,31, , , , , , 
2339456,1,BC SCORE,7,0510,07,20,21, , , , 
2339714,1,BC SCORE,7,0676,28, , , , , , 
2339651,1,BC SCORE,7,0612,13,28, , , , , 
2339960,1,BC SCORE,7,0709,21,04, , , , , 
2339779,1,BC SCORE,7,0629,28,17,09, , , , 
2339816,1,BC SCORE,7,0689,28,21, , , , , 
2340092,1,BC SCORE,7,0557,17,28,13, , , , 
2340143,1,BC SCORE,7,0701,28,04, , , , , 
2340277,1,BC SCORE,7,0686,16,28, , , , , 
2340488,1,BC SCORE,7,0716,04, , , , , , 
2340570,1,BC SCORE,7,0561,17,13,28, , , , 
2331942,1,BC SCORE,7,0696,16,04, , , , , 
2340919,1,BC SCORE,7,0556,17,13,28, , , , 
2341121,1,BC SCORE,7,0712,15,04,28, , , , 
2341177,1,BC SCORE,7,0582,21, , , , , , 
2341174,1,BC SCORE,7,0683,15,21, , , , , 
2341371,1,BC SCORE,7,0639,15,28,16, , , , 
2341431,1,BC SCORE,7,0665,28,16,15, , , , 
2341437,1,BC SCORE,7,-009, , , , , , , 
2341452,1,BC SCORE,7,0607,05,21,17, , , , 
2296024,1,BC SCORE,7,0667,05,28, , , , , 
2342368,1,BC SCORE,7,0667,04,09, , , , , 
2341975,1,BC SCORE,7,0708,04,28, , , , , 
2342090,1,BC SCORE,7,0713,04, , , , , , 
2342306,1,BC SCORE,7,0637,15,28,32, , , , 
2342381,1,BC SCORE,7,-008, , , , , , , 
2342423,1,BC SCORE,7,0637,15,05,28, , , , 
2342432,1,BC SCORE,7,0538,60, , , , , , 
2342741,1,BC SCORE,7,0634,15,17,28, , , , 
2342889,1,BC SCORE,7,0675,15,29,09, , , , 
2343004,1,BC SCORE,7,0670,13, , , , , , 
2343044,1,BC SCORE,7,0712,04, , , , , , 
2343201,1,BC SCORE,7,0723,52, , , , , , 
2343538,1,BC SCORE,7,0628,28,05, , , , , 
2343575,1,BC SCORE,7,0685,17,28,04, , , , 
2343993,1,BC SCORE,7,0691,31,04, , , , , 
2344039,1,BC SCORE,7,-009, , , , , , , 
2344441,1,BC SCORE,7,0724,16,04, , , , , 
2344283,1,BC SCORE,7,0732,04, , , , , , 
2344418,1,BC SCORE,7,0717,04, , , , , , 
2344490,1,BC SCORE,7,-009, , , , , , , 
2344558,1,BC SCORE,7,0707,51, , , , , , 
2344914,1,BC SCORE,7,0580,21,17, , , , , 
2344823,1,BC SCORE,7,0715,17,04, , , , , 
2345079,1,BC SCORE,7,0588,21, , , , , , 
2344969,1,BC SCORE,7,0679,05,21, , , , , 
2345033,1,BC SCORE,7,0709,15,28,04, , , , 
2345091,1,BC SCORE,7,0486,17,07,05, , , , 
2345254,1,BC SCORE,7,0695,18, , , , , , 
2345446,1,BC SCORE,7,0510,13,01, , , , , 
2345562,1,BC SCORE,7,0642,17,21,16, , , , 
2345712,1,BC SCORE,7,-008, , , , , , , 
2346982,1,BC SCORE,7,0547,28,21, , , , , 
2345738,1,BC SCORE,7,0518,01, , , , , , 
2346093,1,BC SCORE,7,0708,28,04, , , , , 
2345965,1,BC SCORE,7,0704,15,04, , , , , 
2346160,1,BC SCORE,7,0716,04, , , , , , 
2346355,1,BC SCORE,7,0659,17,28, , , , , 
2346448,1,BC SCORE,7,-008, , , , , , , 
2346546,1,BC SCORE,7,0655,05,28, , , , , 
2346597,1,BC SCORE,7,-009, , , , , , , 
2347000,1,BC SCORE,7,-009, , , , , , , 
2346798,1,BC SCORE,7,0635,15,17,28, , , , 
2346819,1,BC SCORE,7,0697,15,16,04, , , , 
2347432,1,BC SCORE,7,0668,15,28, , , , , 
2346971,1,BC SCORE,7,0664,13,04, , , , , 
2347288,1,BC SCORE,7,0551,21,31, , , , , 
2347346,1,BC SCORE,7,-009, , , , , , , 
2347500,1,BC SCORE,7,0667,28,13,04, , , , 
2347716,1,BC SCORE,7,0725,04, , , , , , 
2347713,1,BC SCORE,7,0666,04,28, , , , , 
2347835,1,BC SCORE,7,0708,28,04, , , , , 
2347857,1,BC SCORE,7,-009, , , , , , , 
2347902,1,BC SCORE,7,0710,21,04, , , , , 
2348054,1,BC SCORE,7,0526,07,21, , , , , 
2348463,1,BC SCORE,7,0720,21,04, , , , , 
2332286,1,BC SCORE,7,0707,29,04, , , , , 
2349035,1,BC SCORE,7,0555,15,17,05, , , , 
2349066,1,BC SCORE,7,0677,15,29,28, , , , 
2348652,1,BC SCORE,7,0704,16,04, , , , , 
2348706,1,BC SCORE,7,-008, , , , , , , 
2348922,1,BC SCORE,7,0706,21, , , , , , 
2349016,1,BC SCORE,7,0578,17,05,28, , , , 
2349128,1,BC SCORE,7,0717,29,04, , , , , 
2349225,1,BC SCORE,7,0570,21,31,05, , , , 
2349737,1,BC SCORE,7,0663,05,28, , , , , 
2350090,1,BC SCORE,7,0680,28, , , , , , 
2350169,1,BC SCORE,7,0717,28,04, , , , , 
2350589,1,BC SCORE,7,0696,21,15,04, , , , 
2350382,1,BC SCORE,7,0567,17,28, , , , , 
2351466,1,BC SCORE,7,0675,16,15,28, , , , 
2351891,1,BC SCORE,7,0650,17,16, , , , , 
2352169,1,BC SCORE,7,-009, , , , , , , 
2351974,1,BC SCORE,7,0665,15,28,04, , , , 
2352133,1,BC SCORE,7,-008, , , , , , , 
2352806,1,BC SCORE,7,-009, , , , , , , 
2352859,1,BC SCORE,7,0721,04, , , , , , 
2352910,1,BC SCORE,7,0726,04, , , , , , 
2353005,1,BC SCORE,7,0563,28,21,31, , , , 
2353084,1,BC SCORE,7,-009, , , , , , , 
2353423,1,BC SCORE,7,0674,05,32,21, , , , 
2353236,1,BC SCORE,7,0611,15,17,28, , , , 
2353781,1,BC SCORE,7,-008, , , , , , , 
2353835,1,BC SCORE,7,0676,28,15,17, , , , 
2354298,1,BC SCORE,7,0530,17,05,21, , , , 
2354369,1,BC SCORE,7,0725,04, , , , , , 
2354297,1,BC SCORE,7,0573,21, , , , , , 
2354462,1,BC SCORE,7,0706,17,31,04, , , , 
2354480,1,BC SCORE,7,0697,21,28, , , , , 
2354489,1,BC SCORE,7,-009, , , , , , , 
2354537,1,BC SCORE,7,0690,15,16,04, , , , 
2354554,1,BC SCORE,7,0698,28, , , , , , 
2377587,1,BC SCORE,7,0501,07,05,21, , , , 
2351593,1,BC SCORE,7,0679,31,04, , , , , 
2377645,1,BC SCORE,7,0571,17,13, , , , , 
2377650,1,BC SCORE,7,0694,04,28, , , , , 
2347719,1,BC SCORE,7,0720,21,04, , , , , 
2377907,1,BC SCORE,7,0730,04, , , , , , 
2377878,1,BC SCORE,7,0699,21,28,04, , , , 
2377969,1,BC SCORE,7,0694,31, , , , , , 
2377921,1,BC SCORE,7,0637,15,05,28, , , , 
2378364,1,BC SCORE,7,0701,16,04, , , , , 
2378266,1,BC SCORE,7,0710,57, , , , , , 
2341363,1,BC SCORE,7,0597,15,28,17, , , , 
2378445,1,BC SCORE,7,0704,21,04,28, , , , 
2378453,1,BC SCORE,7,0656,17,21,16, , , , 
2379100,1,BC SCORE,7,0504,17,05,28, , , , 
2378866,1,BC SCORE,7,-009, , , , , , , 
2378892,1,BC SCORE,7,0675,04,13, , , , , 
2378908,1,BC SCORE,7,0702,04, , , , , , 
2379176,1,BC SCORE,7,-008, , , , , , , 
2379135,1,BC SCORE,7,0705,15,04, , , , , 
2379335,1,BC SCORE,7,0654,15,28,16, , , , 
2379301,1,BC SCORE,7,0731,04, , , , , , 
2379524,1,BC SCORE,7,0729,04, , , , , , 
2379578,1,BC SCORE,7,0683,15,28,04, , , , 
2379583,1,BC SCORE,7,0651,13,28,32, , , , 
2379989,1,BC SCORE,7,0670,28,04, , , , , 
2379974,1,BC SCORE,7,0725,04, , , , , , 
2379972,1,BC SCORE,7,-009, , , , , , , 
2379991,1,BC SCORE,7,0719,04,28, , , , , 
2380026,1,BC SCORE,7,-009, , , , , , , 
2380104,1,BC SCORE,7,0700,15,04, , , , , 
2378208,1,BC SCORE,7,0711,04, , , , , , 
2380880,1,BC SCORE,7,0671,32,21, , , , , 
2381035,1,BC SCORE,7,-008, , , , , , , 
2381155,1,BC SCORE,7,0653,15,05,32, , , , 
2381450,1,BC SCORE,7,0529,01, , , , , , 
2381278,1,BC SCORE,7,0641,15,28,21, , , , 
2381491,1,BC SCORE,7,0568,17,13, , , , , 
2381475,1,BC SCORE,7,0699,15,04, , , , , 
2381560,1,BC SCORE,7,0700,15,28,04, , , , 
2381551,1,BC SCORE,7,0690,21,04, , , , , 
2381620,1,BC SCORE,7,0689,15,09, , , , , 
2381725,1,BC SCORE,7,0691,31,16, , , , , 
2382566,1,BC SCORE,7,0647,28,13,04, , , , 
2382616,1,BC SCORE,7,0723,04, , , , , , 
2382629,1,BC SCORE,7,0663,15,28,04, , , , 
2382731,1,BC SCORE,7,-009, , , , , , , 
2382821,1,BC SCORE,7,-009, , , , , , , 
2382987,1,BC SCORE,7,0716,21,04, , , , , 
2383096,1,BC SCORE,7,0700,15,04, , , , , 
2383471,1,BC SCORE,7,0729,04, , , , , , 
2383481,1,BC SCORE,7,0732,04, , , , , , 
2383376,1,BC SCORE,7,0672,04, , , , , , 
2383491,1,BC SCORE,7,0720,21,04, , , , , 
2383503,1,BC SCORE,7,-009, , , , , , , 
2383572,1,BC SCORE,7,0532,17,15,28, , , , 
2383718,1,BC SCORE,7,0658,28,05, , , , , 
2384341,1,BC SCORE,7,-009, , , , , , , 
2383813,1,BC SCORE,7,0606,09,28,31, , , , 
2383824,1,BC SCORE,7,0725,04, , , , , , 
2383976,1,BC SCORE,7,0723,04, , , , , , 
2384125,1,BC SCORE,7,0699,28,04, , , , , 
2384059,1,BC SCORE,7,0658,20,31,32, , , , 
2384100,1,BC SCORE,7,0673,04,09, , , , , 
2384357,1,BC SCORE,7,0647,28, , , , , , 
2384369,1,BC SCORE,7,0569,28,21, , , , , 
2384488,1,BC SCORE,7,0696,56, , , , , , 
2382085,1,BC SCORE,7,0693,15,04, , , , , 
2384622,1,BC SCORE,7,0535,28,20,21, , , , 
2384660,1,BC SCORE,7,0688,21,16, , , , , 
2384982,1,BC SCORE,7,0729,04, , , , , , 
2386050,1,BC SCORE,7,0617,15,05,21, , , , 
2385893,1,BC SCORE,7,0696,16, , , , , , 
2385649,1,BC SCORE,7,0656,17,16,15, , , , 
2385721,1,BC SCORE,7,0673,17,16,31, , , , 
2385724,1,BC SCORE,7,0688,28, , , , , , 
2385787,1,BC SCORE,7,0504,07,28,20, , , , 
2385883,1,BC SCORE,7,0722,04, , , , , , 
2385913,1,BC SCORE,7,0659,05,28, , , , , 
2386442,1,BC SCORE,7,0671,17,28,31, , , , 
2386036,1,BC SCORE,7,0569,15,17,05, , , , 
2386837,1,BC SCORE,7,0676,04, , , , , , 
2387140,1,BC SCORE,7,0732,04, , , , , , 
2386843,1,BC SCORE,7,0650,28,13,04, , , , 
2386831,1,BC SCORE,7,0708,09,04, , , , , 
2336047,1,BC SCORE,7,0699,17,04, , , , , 
2335980,1,BC SCORE,7,0719,04,28, , , , , 
2336368,1,BC SCORE,7,0571,21,28, , , , , 
2336272,1,BC SCORE,7,-009, , , , , , , 
2336761,1,BC SCORE,7,0676,04, , , , , , 
2312663,1,BC SCORE,7,-009, , , , , , , 
2336867,1,BC SCORE,7,0710,04, , , , , , 
2337176,1,BC SCORE,7,-008, , , , , , , 
2337458,1,BC SCORE,7,0710,21,04, , , , , 
2337257,1,BC SCORE,7,0571,17,20,28, , , , 
2216551,1,BC SCORE,7,0634,31,32,18, , , , 
2337466,1,BC SCORE,7,0712,04, , , , , , 
2337503,1,BC SCORE,7,0663,15,17,31, , , , 
2337572,1,BC SCORE,7,0655,05,28,31, , , , 
2338315,1,BC SCORE,7,0711,21,04, , , , , 
2338310,1,BC SCORE,7,-008, , , , , , , 
2338929,1,BC SCORE,7,0674,04, , , , , , 
2338475,1,BC SCORE,7,0664,09,21,16, , , , 
2318046,1,BC SCORE,7,0680,17,15, , , , , 
2338761,1,BC SCORE,7,0683,57, , , , , , 
2338965,1,BC SCORE,7,0684,28, , , , , , 
2338999,1,BC SCORE,7,0562,17,13,28, , , , 
2339015,1,BC SCORE,7,-005, , , , , , , 
2339050,1,BC SCORE,7,0679,12, , , , , , 
2339186,1,BC SCORE,7,0675,17,28, , , , , 
2339201,1,BC SCORE,7,0649,13,28, , , , , 
2339537,1,BC SCORE,7,0673,15,21, , , , , 
2339631,1,BC SCORE,7,0709,15,04, , , , , 
2339702,1,BC SCORE,7,-008, , , , , , , 
2339820,1,BC SCORE,7,0692,57, , , , , , 
2339912,1,BC SCORE,7,0711,04, , , , , , 
2340134,1,BC SCORE,7,0702,15,04, , , , , 
2340124,1,BC SCORE,7,0708,21,04,28, , , , 
2340094,1,BC SCORE,7,0679,04,09, , , , , 
2340247,1,BC SCORE,7,0711,15,04, , , , , 
2340253,1,BC SCORE,7,0662,28,15, , , , , 
2340423,1,BC SCORE,7,0670,05,32,21, , , , 
2340326,1,BC SCORE,7,0686,28,16,04, , , , 
2340429,1,BC SCORE,7,0719,04, , , , , , 
2340535,1,BC SCORE,7,0687,15,21,04, , , , 
2340616,1,BC SCORE,7,-009, , , , , , , 
2340626,1,BC SCORE,7,0723,04, , , , , , 
2340710,1,BC SCORE,7,0699,21,04, , , , , 
2311685,1,BC SCORE,7,0698,15,28, , , , , 
2340994,1,BC SCORE,7,0582,21, , , , , , 
2341214,1,BC SCORE,7,0572,28,21, , , , , 
2341240,1,BC SCORE,7,0654,13,04, , , , , 
2341281,1,BC SCORE,7,0651,13,20,31, , , , 
2298015,1,BC SCORE,7,0656,05,32,21, , , , 
2341364,1,BC SCORE,7,0644,17,16,15, , , , 
2341370,1,BC SCORE,7,0657,15,28,21, , , , 
2341659,1,BC SCORE,7,0650,20,32, , , , , 
2341450,1,BC SCORE,7,0672,04,13, , , , , 
2341582,1,BC SCORE,7,0545,21,17, , , , , 
2341603,1,BC SCORE,7,0544,17,15,13, , , , 
2341743,1,BC SCORE,7,0729,52, , , , , , 
2342005,1,BC SCORE,7,0684,04,13, , , , , 
2342204,1,BC SCORE,7,0660,17,15,28, , , , 
2342095,1,BC SCORE,7,-009, , , , , , , 
2342199,1,BC SCORE,7,0688,21, , , , , , 
2342313,1,BC SCORE,7,0588,21, , , , , , 
2342351,1,BC SCORE,7,0640,17,28,16, , , , 
2342375,1,BC SCORE,7,0655,15,28,16, , , , 
2342408,1,BC SCORE,7,0640,17,15,16, , , , 
2342848,1,BC SCORE,7,0719,04, , , , , , 
2343144,1,BC SCORE,7,0654,28,32, , , , , 
2343133,1,BC SCORE,7,0643,28,31,05, , , , 
2343272,1,BC SCORE,7,0540,17,15,13, , , , 
2343586,1,BC SCORE,7,0673,28,15, , , , , 
2343701,1,BC SCORE,7,0687,18, , , , , , 
2330112,1,BC SCORE,7,-009, , , , , , , 
2344044,1,BC SCORE,7,0658,13,04, , , , , 
2344543,1,BC SCORE,7,0672,28,15,04, , , , 
2344309,1,BC SCORE,7,0714,04, , , , , , 
2344585,1,BC SCORE,7,0682,04, , , , , , 
2344705,1,BC SCORE,7,0684,15,29,09, , , , 
2344750,1,BC SCORE,7,-009, , , , , , , 
2344769,1,BC SCORE,7,0494,01,13, , , , , 
2345047,1,BC SCORE,7,0549,21,17, , , , , 
2345001,1,BC SCORE,7,0708,21,04, , , , , 
2345164,1,BC SCORE,7,0646,15,28,32, , , , 
2345170,1,BC SCORE,7,0641,15,05,28, , , , 
2345180,1,BC SCORE,7,0566,15,17,05, , , , 
2345346,1,BC SCORE,7,0641,17,21,16, , , , 
2344225,1,BC SCORE,7,0640,28,13,04, , , , 
2345428,1,BC SCORE,7,0729,04, , , , , , 
2345607,1,BC SCORE,7,0731,04, , , , , , 
2345819,1,BC SCORE,7,0642,15,28,16, , , , 
2345861,1,BC SCORE,7,0723,04,28, , , , , 
2346095,1,BC SCORE,7,0699,21,04, , , , , 
2346156,1,BC SCORE,7,0582,21, , , , , , 
2346388,1,BC SCORE,7,0691,17,28,04, , , , 
2346974,1,BC SCORE,7,0722,04, , , , , , 
2347015,1,BC SCORE,7,0720,04,28, , , , , 
2347306,1,BC SCORE,7,0662,05, , , , , , 
2347800,1,BC SCORE,7,-009, , , , , , , 
2347814,1,BC SCORE,7,0713,28, , , , , , 
2348133,1,BC SCORE,7,0647,17,15,28, , , , 
2348158,1,BC SCORE,7,0644,28,09,16, , , , 
2349155,1,BC SCORE,7,0721,04, , , , , , 
2348437,1,BC SCORE,7,0585,21,31, , , , , 
2348477,1,BC SCORE,7,0650,17,15,16, , , , 
2348453,1,BC SCORE,7,-009, , , , , , , 
2348774,1,BC SCORE,7,0648,17,15,16, , , , 
2348988,1,BC SCORE,7,0673,32,21, , , , , 
2349173,1,BC SCORE,7,0692,17,31, , , , , 
2255841,1,BC SCORE,7,0696,04, , , , , , 
2349258,1,BC SCORE,7,-008, , , , , , , 
2349787,1,BC SCORE,7,-008, , , , , , , 
2349807,1,BC SCORE,7,0664,05,32,21, , , , 
2350721,1,BC SCORE,7,0700,16,31,04, , , , 
2350426,1,BC SCORE,7,0673,15,31, , , , , 
2351552,1,BC SCORE,7,0695,15,04, , , , , 
2351758,1,BC SCORE,7,0570,17,21, , , , , 
2351933,1,BC SCORE,7,0575,21,28, , , , , 
2352316,1,BC SCORE,7,0620,28,05, , , , , 
2351986,1,BC SCORE,7,-009, , , , , , , 
2348513,1,BC SCORE,7,0672,17,16,28, , , , 
2352007,1,BC SCORE,7,0719,04, , , , , , 
2352139,1,BC SCORE,7,0651,15,28,16, , , , 
2352080,1,BC SCORE,7,0631,17,28,21, , , , 
2352262,1,BC SCORE,7,0622,21,17, , , , , 
2352438,1,BC SCORE,7,-009, , , , , , , 
2353789,1,BC SCORE,7,0642,15,31, , , , , 
2352323,1,BC SCORE,7,0727,04,28, , , , , 
2352551,1,BC SCORE,7,0667,15,28, , , , , 
2352702,1,BC SCORE,7,-009, , , , , , , 
2352727,1,BC SCORE,7,0722,28,04, , , , , 
2352744,1,BC SCORE,7,-008, , , , , , , 
2352942,1,BC SCORE,7,0724,04,28, , , , , 
2352971,1,BC SCORE,7,-009, , , , , , , 
2353081,1,BC SCORE,7,0725,04, , , , , , 
2353277,1,BC SCORE,7,0732,04, , , , , , 
2353162,1,BC SCORE,7,0724,04, , , , , , 
2313791,1,BC SCORE,7,0730,04, , , , , , 
2353583,1,BC SCORE,7,0701,28, , , , , , 
2353284,1,BC SCORE,7,0644,17,28,16, , , , 
2353498,1,BC SCORE,7,0692,16,28,04, , , , 
2353571,1,BC SCORE,7,0630,13,31, , , , , 
2353594,1,BC SCORE,7,0568,21,05, , , , , 
2347128,1,BC SCORE,7,0664,28,21,32, , , , 
2353700,1,BC SCORE,7,0682,16,04, , , , , 
2354402,1,BC SCORE,7,0687,16,04, , , , , 
2354041,1,BC SCORE,7,0688,16, , , , , , 
2354063,1,BC SCORE,7,0687,15,28,04, , , , 
2354207,1,BC SCORE,7,0641,17,09,16, , , , 
2354313,1,BC SCORE,7,0695,15,04,28, , , , 
2354553,1,BC SCORE,7,0683,16, , , , , , 
2378077,1,BC SCORE,7,0705,04, , , , , , 
2378059,1,BC SCORE,7,0631,15,05,28, , , , 
2378085,1,BC SCORE,7,0685,13,04, , , , , 
2378348,1,BC SCORE,7,0674,13,04, , , , , 
2378691,1,BC SCORE,7,0678,16,28,17, , , , 
2378854,1,BC SCORE,7,0713,51, , , , , , 
2378796,1,BC SCORE,7,0690,15,28, , , , , 
2319505,1,BC SCORE,7,0563,17,13,18, , , , 
2260585,1,BC SCORE,7,0721,04, , , , , , 
2379106,1,BC SCORE,7,0727,04, , , , , , 
2379251,1,BC SCORE,7,-009, , , , , , , 
2379401,1,BC SCORE,7,0663,04,09, , , , , 
2379575,1,BC SCORE,7,0728,04, , , , , , 
2351836,1,BC SCORE,7,0709,15,04, , , , , 
2379999,1,BC SCORE,7,0677,28, , , , , , 
2380153,1,BC SCORE,7,0625,28, , , , , , 
2380170,1,BC SCORE,7,0657,15,16,28, , , , 
2380952,1,BC SCORE,7,0673,28,31,21, , , , 
2380974,1,BC SCORE,7,0715,04,28, , , , , 
2381208,1,BC SCORE,7,0705,51, , , , , , 
